Sample ID,Experiment ID,growth_qc,,Growth Well ID,16S Well ID,Media,Protocol,Initial OD,Final OD,Growth curve time,Growth curve OD,Notes,Data location,,Ai,Ac,Bfi,Bf,Bt,Bu,Bx,Ba,Csp,Dl,Ls,Mf,Pm,Bd,Bv,Rg,Bb,Bbi,Bc,Bl,Bt47,Bt61,Pg,Pj,Af,Ao,As,Bl.s,Col,Cs,Et,Eu.c,Eu.l,Im,Ld,Lsp,Mi,Pc,Va,Vp
2024930_WZY_DM_assembly_Plate1F6,2024930_WZY_DM_assembly_Plate1,,,F6,Plate1_F6,Glucuronic_acid,cycle 5,,0.9325,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0227248990391,0.000181799192313,0.0151672469015,0,0.242779835677,0,0.000623311516502,0,0.00085705333519,0.0187253168082,0,0,0.00384375435176,0.00763556607715,0,0,0,0,0.322771480295,0,0,0,0.000285684445063,0,0,0,0,0,0.00189590586269,0.032542055424,0.000129856565938,0.00485663556608,0,0.0868740426124,0,0,0.00353209859351,0,0.0410606461496,0.126012811586
2024930_WZY_DM_assembly_Plate1F7,2024930_WZY_DM_assembly_Plate1,,,F7,Plate1_F7,Ribose,cycle 5,,0.9915,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0634697541679,0.000268636092697,0,0.000286545165544,0.0252697017864,0,0.0012715441721,0,0.0137004407276,0.0121960786085,0,0,0.0000537272185395,0.839631062262,0,0.00145063490057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139690768203,0,0.0166375286744,0,0.00137899860918,0,0,0,0,0.0112468977476,0.00324154218521
2024930_WZY_DM_assembly_Plate1F8,2024930_WZY_DM_assembly_Plate1,,,F8,Plate1_F8,Ribose,cycle 5,,1.0275,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0763639805706,0.000504700440709,0,0.000322447503786,0.0369693072819,0.000210291850295,0.00337868906141,0.0000280389133727,0.0349364860624,0.00183654882591,0.0000560778267454,0,0.000729011747691,0.756055279639,0,0.00173841262911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136549508125,0.0000841167401182,0.0247022826814,0,0.000757050661063,0,0,0.021856332974,0,0.0132063281986,0.0401096655797
2024930_WZY_DM_assembly_Plate1F9,2024930_WZY_DM_assembly_Plate1,,,F9,Plate1_F9,Ribose,cycle 5,,1.0255,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0660504424679,0.000149904984651,0,0.0000691869159929,0.0187496542341,0,0.000253685358641,0,0.00107239719789,0.00185651557914,0,0.0287010389844,0.000599619938605,0.757377638222,0,0.000172967289982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547729751611,0.000046124610662,0.0110583754062,0,0.0113466542228,0,0,0.00295197508237,0,0.028989317801,0.0905772041874
2024930_WZY_DM_assembly_Plate1G10,2024930_WZY_DM_assembly_Plate1,,,G10,Plate1_G10,Acetate,cycle 5,,0.2295,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.172118147617,0.000287800071659,0,0.000740057327123,0.00944258330348,0.00235721963454,0,0,0.000109638122537,0.00194607667503,0,0,0,0,0,0.0000137047653171,0,0,0.000260390541025,0,0,0,0,0,0,0,0,0,0,0.00789394482264,0,0.00856547832318,0,0,0,0,0,0,0.00683867789323,0.0189262809029
2024930_WZY_DM_assembly_Plate1G11,2024930_WZY_DM_assembly_Plate1,,,G11,Plate1_G11,Acetate,cycle 5,,0.3265,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.23445060241,0.00021456736035,0,0.000250328587076,0.00103707557503,0.000500657174151,0,0,0.00210991237678,0.0128025191676,0,0.0213494523549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901182913472,0,0.0121945783133,0,0.0001430449069,0,0,0,0,0.00826084337349,0.0241745892662
2024930_WZY_DM_assembly_Plate1G12,2024930_WZY_DM_assembly_Plate1,,,G12,Plate1_G12,Acetate,cycle 5,,0.0915,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0617047833342,0.0000370126915103,0,0.0000416392779491,0.00341442079183,0.0000832785558983,0,0,0.000532057440461,0.00192928654498,0,0.0150734186176,0,0,0,0,0,0,0,0,0,0,0.0000277595186328,0,0,0,0,0,0,0.00133708348081,0,0.0000832785558983,0,0.0000508924508267,0,0,0.0000138797593164,0,0.00178123577894,0.00538997320119
2024930_WZY_DM_assembly_Plate1G1,2024930_WZY_DM_assembly_Plate1,,,G1,Plate1_G1,Arabinose,cycle 5,,0.7565,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.204491007281,0.000072954337239,0,0,0.0590200588264,0.02166743816,0.000401248854815,0.105181915714,0.00147732532909,0.0772951203047,0,0.0607527243358,0,0.0150468320555,0,0,0,0,0.000437726023434,0,0,0,0,0,0,0,0.000474203192054,0,0.0152656950673,0.0214668137326,0.0000182385843098,0.00578163122619,0,0.0173448936786,0,0,0.0000547157529293,0,0.121323062828,0.0289263947153
2024930_WZY_DM_assembly_Plate1G2,2024930_WZY_DM_assembly_Plate1,,,G2,Plate1_G2,Arabinose,cycle 5,,0.7425,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0143444621589,0.00118376629466,0,0,0.00494396511301,0.00218184375879,0.006847275626,0.320568554816,0.00229789927788,0.00512965394354,0,0.00299423239238,0,0.0300119572353,0,0.000162477726719,0,0,0.00132303291757,0,0,0,0,0,0,0,0.00169441057864,0,0.107072821908,0.0142980399512,0.000185688830535,0.0161781393604,0,0.0191027384413,0,0,0.0285960799025,0,0.133997702335,0.0293852574322
2024930_WZY_DM_assembly_Plate1G3,2024930_WZY_DM_assembly_Plate1,,,G3,Plate1_G3,Arabinose,cycle 5,,0.6975,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0024855796817,0.00151662489053,0,0,0.0276573400175,0.0132283393229,0.00941571286202,0.0058558572162,0.00406539727599,0.104373282397,0,0,0.0000631927037719,0.143215730982,0,0,0,0,0.000547670099357,0,0,0,0,0,0,0,0.000674055506901,0,0.0786749161961,0.0143658079908,0.00031596351886,0.0393479902153,0,0.0395796967958,0,0,0,0,0.166365324797,0.0457515175309
2024930_WZY_DM_assembly_Plate1G4,2024930_WZY_DM_assembly_Plate1,,,G4,Plate1_G4,Arabinose,cycle 5,,0.6885,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.00380028271405,0.000115862277868,0,0,0.0355928917609,0.0160121668013,0.0077859450727,0.0962120355412,0.00176110662359,0.0350135803716,0,0,0.000139034733441,0.0559846526656,0.000973243134087,0,0,0,0.00118179523425,0,0,0,0,0,0,0,0.000764691033926,0,0.0161512015347,0.00187696890145,0.000162207189015,0.00662732229402,0,0.0179586530695,0,0,0.000046344911147,0,0.100151352989,0.290188661147
2024930_WZY_DM_assembly_Plate1G5,2024930_WZY_DM_assembly_Plate1,,,G5,Plate1_G5,Arabinose,cycle 5,,0.6635,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.000535390977633,0.000853279370603,0,0,0.0253976095015,0.00941953501273,0.00495236654311,0.196003290718,0.00158944196485,0.0239587462491,0,0,0,0.000451736137378,0,0,0,0,0.00113770582747,0,0,0,0,0,0,0,0.000685969690093,0,0.0088172201629,0.00866664145044,0.000150578712459,0.00866664145044,0,0.00951992082104,0,0,0.015409221575,0,0.10361488514,0.243669818695
2024930_WZY_DM_assembly_Plate1G6,2024930_WZY_DM_assembly_Plate1,,,G6,Plate1_G6,Arabinose,cycle 5,,0.8365,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.00227694605809,0.0000277676348548,0,0,0.00310997510373,0.00152721991701,0.00585897095436,0.311802771784,0.00258239004149,0.00758056431535,0,0.0348206141079,0,0.0768052780083,0,0,0,0,0.0000833029045643,0,0,0,0,0,0,0,0.0000555352697095,0,0.101712846473,0.0118012448133,0.000138838174274,0.00213810788382,0,0.0271012116183,0,0,0.000333211618257,0,0.203064713693,0.0436784896266
2024930_WZY_DM_assembly_Plate1G7,2024930_WZY_DM_assembly_Plate1,,,G7,Plate1_G7,Acetate,cycle 5,,0.2455,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0847290417559,0.0000394271948608,0,0,0.000591407922912,0.00258905246253,0,0,0.000183993576017,0.015665738758,0,0.120016381156,0,0.0000525695931478,0,0.000118281584582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236563169165,0,0.00859512847966,0,0.000236563169165,0,0,0,0,0.00303589400428,0.00940995717345
2024930_WZY_DM_assembly_Plate1G8,2024930_WZY_DM_assembly_Plate1,,,G8,Plate1_G8,Acetate,cycle 5,,0.1395,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.00166450508404,0.0000144739572525,0,0.0000578958290102,0.0101172961195,0.00128818219548,0,0,0.000130265615273,0.00516720273916,0,0.0925899045445,0.0000578958290102,0.000463166632081,0,0,0,0.0000868437435153,0.0000144739572525,0,0,0,0,0,0,0,0,0,0.000159213529778,0.000405270803071,0,0.000419744760324,0,0.000260531230546,0,0,0.000332901016808,0,0.00633959327661,0.0199306391368
2024930_WZY_DM_assembly_Plate1G9,2024930_WZY_DM_assembly_Plate1,,,G9,Plate1_G9,Acetate,cycle 5,,0.2075,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.138689702808,0.0000929659498208,0,0.000139448924731,0.000821199223417,0.0013480062724,0.0000774716248507,0.0000309886499403,0.00142547789725,0.00114658004779,0,0.0152154271207,0,0,0,0.000247909199522,0,0,0.000604278673835,0,0,0,0,0,0,0,0,0,0,0.00855286738351,0,0.00858385603345,0,0.000635267323775,0,0,0.000557795698925,0,0.000883176523297,0.0284475806452
2024930_WZY_DM_assembly_Plate1H10,2024930_WZY_DM_assembly_Plate1,,,H10,Plate1_H10,Propionate,cycle 5,,0.2375,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.164768021338,0.0000333403523549,0,0,0.00960202147821,0.00360075805433,0,0.0000500105285323,0.00153365620832,0.00818505650312,0,0.0192540534849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785165297957,0,0.0054678177862,0,0.00071681757563,0,0,0.0000833508808872,0,0.0118858356145,0.00446760721555
2024930_WZY_DM_assembly_Plate1H11,2024930_WZY_DM_assembly_Plate1,,,H11,Plate1_H11,Propionate,cycle 5,,0.1145,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0347099625533,0.0000398850474615,0,0.000588304450057,0.000418792998345,0.000967212400941,0,0,0.000558390664461,0.0287471479579,0,0.0298240442393,0,0,0,0,0,0,0,0,0,0,0.0000598275711922,0,0,0,0,0,0,0.000957241139075,0,0.000438735522076,0,0.0000498563093268,0,0,0,0,0.00485600452843,0.0122845946181
2024930_WZY_DM_assembly_Plate1H12,2024930_WZY_DM_assembly_Plate1,,,H12,Plate1_H12,Propionate,cycle 5,,0.1865,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0911113603989,0.000106267806268,0,0.000159401709402,0.00777083333333,0.000278952991453,0,0,0.0018464031339,0.00722621082621,0,0.00638935185185,0,0.000026566951567,0,0,0,0,0,0,0,0,0.0000398504273504,0,0,0,0,0,0,0.0210144586895,0,0.000624323361823,0,0.000332086894587,0,0,0,0,0.0131639245014,0.0364100071225
2024930_WZY_DM_assembly_Plate1H1,2024930_WZY_DM_assembly_Plate1,,,H1,Plate1_H1,Mannose,cycle 5,,0.7865,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.145319611225,0.000313076361706,0,0.000643545854619,0.111176894668,0.0478658970787,0.000121751918441,0,0.0511705920078,0.0000521793936177,0,0.0917487671112,0.0000521793936177,0.0195498794754,0,0.0011653397908,0,0,0.000226110705677,0,0,0,0,0,0,0,0.0041221720958,0,0.123769521661,0.0160712532343,0.0000521793936177,0.0439350494261,0,0.00133927110285,0,0,0,0,0.0388736482452,0.0889310798558
2024930_WZY_DM_assembly_Plate1H2,2024930_WZY_DM_assembly_Plate1,,,H2,Plate1_H2,Mannose,cycle 5,,0.9825,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.180783420938,0.000263149084335,0,0.000197361813251,0.075457999933,0.00111838360842,0.000427617262044,0.000197361813251,0.019670394054,0.00187493722589,0.000164468177709,0.0453274297767,0.00108548997288,0.0172691586595,0,0.000624979075295,0,0,0.00088812815963,0,0,0,0,0,0,0,0.00894706886739,0,0.294430931735,0.00253280993672,0.000263149084335,0.00434195989153,0,0.00128285178613,0,0,0.113219893535,0,0.0084865579698,0.20364449764
2024930_WZY_DM_assembly_Plate1H3,2024930_WZY_DM_assembly_Plate1,,,H3,Plate1_H3,Mannose,cycle 5,,0.0535,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024930_WZY_DM_assembly_Plate1H4,2024930_WZY_DM_assembly_Plate1,,,H4,Plate1_H4,Mannose,cycle 5,,0.9825,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0568763189458,0,0,0.0000149164224877,0.0175118800006,0.00666764085202,0,0,0.00360977424203,0.000984483884191,0.0000447492674632,0.0193018506991,0.000059665689951,0.773625335904,0,0,0,0,0.000104414957414,0,0,0,0,0,0,0,0.00202863345833,0,0.00265512320282,0.0117392244979,0.000164080647365,0.00446001032383,0,0.000507158364583,0,0,0.0282964534592,0,0.0138573564911,0.0399909286896
2024930_WZY_DM_assembly_Plate1H5,2024930_WZY_DM_assembly_Plate1,,,H5,Plate1_H5,Mannose,cycle 5,,0.9205,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.00732961894113,0,0,0.00388038649825,0.0377468421371,0.00357440620089,0.000125173758008,0.0000417245860027,0.00296244560619,0.000208622930013,0.000194714734679,0.00336578327088,0.000806675329385,0.768358251239,0,0.0000973573673395,0,0,0,0,0,0,0,0,0,0,0.00346314063822,0,0.0127120905355,0.00196105554212,0,0.000500695032032,0,0.000584144204037,0.0000417245860027,0,0,0,0.0186508899432,0.0538942569201
2024930_WZY_DM_assembly_Plate1H6,2024930_WZY_DM_assembly_Plate1,,,H6,Plate1_H6,Mannose,cycle 5,,0.9705,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.164750651591,0.000148792640859,0,0.0155488309697,0.0456049444232,0.0164415868149,0.000781161364507,0,0.087862054427,0.037086565734,0.0000743963204293,0.0695977577616,0.00219469145266,0.195625124569,0,0,0,0,0.000334783441932,0,0,0,0,0,0,0,0.000967152165581,0,0.0445261977769,0.0418851284017,0.0000743963204293,0.0162555960138,0,0.0215005366041,0,0,0,0,0.0495107512457,0.159728899962
2024930_WZY_DM_assembly_Plate1H7,2024930_WZY_DM_assembly_Plate1,,,H7,Plate1_H7,Propionate,cycle 5,,0.2025,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.173652203668,0.000421297563646,0,0.00032151656173,0.00814878182316,0.00159649603066,0,0.0000221735559814,0.00016630166986,0.00860333972078,0,0.0000110867779907,0,0,0,0,0,0,0,0,0,0,0.0000886942239255,0,0,0,0,0,0,0.000942376129209,0,0.0000221735559814,0,0.000144128113879,0,0,0,0,0.00207322748426,0.00628620312072
2024930_WZY_DM_assembly_Plate1H8,2024930_WZY_DM_assembly_Plate1,,,H8,Plate1_H8,Propionate,cycle 5,,0.2515,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.208724191425,0.000165522752915,0,0.000165522752915,0.0152044471606,0.00536766641595,0,0,0.00215179578789,0.000898552087251,0,0.000165522752915,0,0.0000472922151185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465828318917,0,0.00617163407296,0,0.000165522752915,0,0,0.0000472922151185,0,0.00553318916886,0.00203356525009
2024930_WZY_DM_assembly_Plate1H9,2024930_WZY_DM_assembly_Plate1,,,H9,Plate1_H9,Propionate,cycle 5,,0.1155,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate1,,0.0572613179607,0.000378728580495,0,0.000219906917707,0.00838089697483,0.00188142585149,0,0,0.00116061984345,0.0148070657923,0,0,0,0,0,0,0,0,0,0,0,0,0.000464247937381,0,0,0,0,0,0,0.0118749735562,0,0.000452030886397,0,0.0000122170509837,0,0,0,0,0.00466691347578,0.0139396551724
2024930_WZY_DM_assembly_Plate2A10,2024930_WZY_DM_assembly_Plate2,,,A10,Plate2_A10,N_acetylglutamic_acid,cycle 5,,0.5255,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.125163951096,0.000213740549335,0.000238886496315,0.00848675710594,0.044671774811,0.00294207579673,0.000188594602354,0.0000377189204709,0.0401706503015,0.0812591276677,0.000138302708393,0,0.00661338405589,0.00799641113982,0.0624625322997,0.00045262704565,0,0.0000754378409417,0.000188594602354,0,0,0,0,0,0,0,0.00333183797493,0,0,0.0102344004211,0.0118688869748,0.0364364771748,0,0.000176021628864,0,0,0,0,0.00277862714135,0.0793731816442
2024930_WZY_DM_assembly_Plate2A11,2024930_WZY_DM_assembly_Plate2,,,A11,Plate2_A11,N_acetylglutamic_acid,cycle 5,,0.5895,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.0120908107685,0.000353352792473,0,0.00575350525136,0.0426788720648,0.00198184827083,0.0000460894946705,0,0.0305266086367,0.00854960126137,0,0.00477026269839,0.00365643324386,0.374231333559,0.0480559797764,0,0,0,0.0000307263297803,0,0,0,0,0,0,0,0.00198184827083,0,0,0.00534638138177,0.0102395493993,0.0296278634907,0,0.000299581715358,0,0,0,0,0.00254260378932,0.00673674780433
2024930_WZY_DM_assembly_Plate2A12,2024930_WZY_DM_assembly_Plate2,,,A12,Plate2_A12,N_acetylglutamic_acid,cycle 5,,0.5715,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.147878991955,0.000870764261336,0.000336695514383,0.0321950572891,0.0075814541687,0.00231042784008,0.000150932471965,0,0.000592119697708,0.107777395173,0,0.0734808934666,0.00604890906875,0.00883535470502,0.0514795831302,0,0,0,0,0,0,0,0,0,0,0,0.00376170160897,0,0,0.00148610433935,0.0287120002438,0.044780503413,0,0.000650170648464,0,0,0,0,0.03764023647,0.0149307045344
2024930_WZY_DM_assembly_Plate2A1,2024930_WZY_DM_assembly_Plate2,,,A1,Plate2_A1,Sugar_mix,cycle 5,,0.9295,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.00366305418719,0.000255212791731,0.000840700960995,0.00327272874102,0.0779900266494,0.0426805862877,0.00277731567472,0.0216630622628,0.0174445449406,0.0893695146572,0,0.213538044093,0.00815179681822,0.00171142695631,0,0.000210175240249,0,0.00408340466769,0.00111092626989,0,0,0,0.000105087620124,0.000915763546798,0,0,0.000345287894694,0,0.0395129451668,0.00689074537673,0.00145621416458,0.00370809173867,0,0.0508774206574,0,0,0.109546337721,0,0.176667301946,0.0507122829686
2024930_WZY_DM_assembly_Plate2A2,2024930_WZY_DM_assembly_Plate2,,,A2,Plate2_A2,Sugar_mix,cycle 5,,0.8055,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.0331738639204,0.0000922661196268,0.000427779281906,0.00156852403366,0.0294832191353,0.00146787008497,0.001325276991,0.00962083992836,0.0064921796901,0.0320750583139,0,0.00464685729757,0.000511657572476,0.311507195518,0,0.000318737504165,0,0.00773357839054,0.00287702536654,0,0,0,0,0.00124978652949,0,0,0.00124139870043,0,0.0114661623209,0.0215483328474,0.00500753394702,0.0105183376375,0,0.0275791819394,0,0,0,0,0.0766144306065,0.206952906323
2024930_WZY_DM_assembly_Plate2A3,2024930_WZY_DM_assembly_Plate2,,,A3,Plate2_A3,Sugar_mix,cycle 5,,0.9615,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.00169739880524,0.000530939910644,0.00271905590603,0.00000804454410067,0.235994745737,0.0011503698064,0.000136757249711,0.140530140895,0.000981434380281,0.0235866033032,0.0000160890882013,0,0.000426360837335,0.17340014809,0.0011664588946,0.000193069058416,0,0.000941211659778,0.00131126068841,0,0,0,0,0.000925122571577,0,0,0.000909033483375,0,0.0594411363598,0.0258712538277,0.00893748849584,0.000490717190141,0,0.0119702816218,0.000024133632302,0,0.22679983183,0,0.00169739880524,0.0396435133281
2024930_WZY_DM_assembly_Plate2A4,2024930_WZY_DM_assembly_Plate2,,,A4,Plate2_A4,Sugar_mix,cycle 5,,0.9055,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.0669553015669,0.00103008156257,0.00106895256493,0.000641371538957,0.269453788367,0.0388321313587,0.0000194355011805,0.0317770444301,0.00176863060743,0.191731219146,0,0.000252661515347,0.00664694140373,0.00647202189311,0.00075798454604,0.00604444086714,0,0.0162480789869,0.000719113543679,0,0,0,0,0.000038871002361,0,0,0.00132161408027,0,0.127341403735,0.000699678042498,0.0228561493883,0.000544194033054,0,0.069015464692,0,0,0,0,0.0420584245546,0.00120500107319
2024930_WZY_DM_assembly_Plate2A5,2024930_WZY_DM_assembly_Plate2,,,A5,Plate2_A5,Sugar_mix,cycle 5,,0.9605,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.0106954161993,0.0000561144606468,0.00480339783137,0.000583590390727,0.0024465904842,0.0217948565152,0.0010325060759,0.138647609366,0.00704797625724,0.0502561109553,0,0.0000336686763881,0.00804681365676,0.154180092073,0,0.000909054262479,0,0.000258126518976,0.00287306038512,0,0,0,0,0,0,0,0.0000785602449056,0,0.00542065689849,0.000202012058329,0.00958434987848,0.00159365068237,0,0.0274287483642,0,0,0.250057259534,0,0.0016048735745,0.260864904655
2024930_WZY_DM_assembly_Plate2A6,2024930_WZY_DM_assembly_Plate2,,,A6,Plate2_A6,Sugar_mix,cycle 5,,0.9195,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.00930216089349,0.000446503722888,0.00119067659437,0,0.00193484946585,0.0213577614115,0.00156276303011,0.166099384914,0.00878123988346,0.0475526464875,0,0,0.00312552606021,0.195494213338,0,0.000595338297184,0,0.0104928374879,0.00193484946585,0,0,0,0,0.000967424732923,0,0,0.000446503722888,0,0.0686127387504,0.00215810132729,0.00863240530916,0.0370598089997,0,0.00230693590159,0,0,0,0,0.0863984703788,0.243046859825
2024930_WZY_DM_assembly_Plate2A7,2024930_WZY_DM_assembly_Plate2,,,A7,Plate2_A7,N_acetylglutamic_acid,cycle 5,,0.5765,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.21895801295,0.00117949323261,0.000142576105041,0.00413470704618,0.0248600881335,0.00232010207293,0.000324036602365,0.000103691712757,0.0297595215612,0.070277058321,0,0,0.0057678515221,0.00837310580512,0.0625520257206,0.000946186878906,0,0,0.000207383425514,0,0,0,0,0,0,0,0.00248860110616,0,0.00517162417375,0.0123004294258,0.0211401479383,0.0432135212914,0,0.0000777687845677,0,0,0,0,0.0449114730878,0.0172905931022
2024930_WZY_DM_assembly_Plate2A8,2024930_WZY_DM_assembly_Plate2,,,A8,Plate2_A8,N_acetylglutamic_acid,cycle 5,,0.5745,48 h,,"growth curve data NA, so 48 h label rather than 0: 0.05:48 was used",Ho lab/7_Shared data/16s rRNA/Raw reads/2024930_DM_assembly/Plate2,,0.0572424481618,0.000654049910441,0.00010464798567,0.00329641154862,0.00134298248277,0.00102903852576,0.000427312608154,0,0.00245050699778,0.0397051898965,0,0,0.00345338352713,0.011127569143,0.306888938644,0.0000348826618902,0,0,0,0,0,0,0,0,0,0,0.00161332311242,0,0.0293275979842,0.00685444306142,0.0129327468958,0.0190895367194,0,0.00000872066547254,0,0,0.00630504113665,0,0.0171099456571,0.053501282674
