species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,0.13894954943731375,on,hard_extinction,0.0,True,False,0.0
Col,0.13894954943731375,on,no_extinction_control,0.13806666883964702,False,False,1.9868329060381415e-11
Col,0.15264179671752334,off,hard_extinction,1.132364291223098e-08,True,False,2.9930559419799607e-09
Col,0.15264179671752334,off,no_extinction_control,1.132364291223098e-08,True,False,2.9930559419799607e-09
Col,0.15264179671752334,on,hard_extinction,0.0,True,False,0.0
Col,0.15264179671752334,on,no_extinction_control,0.1165030513713976,False,False,2.5881501948928145e-09
Col,0.16768329368110074,off,hard_extinction,1.0760861091085872e-09,True,False,3.081987165476363e-10
Col,0.16768329368110074,off,no_extinction_control,1.0760861091085872e-09,True,False,3.081987165476363e-10
Col,0.16768329368110074,on,hard_extinction,0.0,True,False,0.0
Col,0.16768329368110074,on,no_extinction_control,0.07433564475870913,False,False,3.89828542490887e-07
Col,0.18420699693267154,off,hard_extinction,1.031641438942188e-10,True,False,3.175959495393954e-11
Col,0.18420699693267154,off,no_extinction_control,1.031641438942188e-10,True,False,3.175959495393954e-11
Col,0.18420699693267154,on,hard_extinction,1.9316104271638324e-11,False,False,0.0
Col,0.18420699693267154,on,no_extinction_control,0.023519890229856344,False,False,2.586889892519721e-05
Col,0.20235896477251566,off,hard_extinction,1.1544765143867153e-11,True,False,3.8005432134724515e-12
Col,0.20235896477251566,off,no_extinction_control,1.1544765143867153e-11,True,False,3.8005432134724515e-12
Col,0.20235896477251566,on,hard_extinction,0.00037645822182375,False,False,8.239802405947405e-06
Col,0.20235896477251566,on,no_extinction_control,0.00037645822182375,False,False,8.239802405947405e-06
Col,0.22229964825261944,off,hard_extinction,1.906474977886319e-12,True,False,6.704081734199008e-13
Col,0.22229964825261944,off,no_extinction_control,1.906474977886319e-12,True,False,6.704081734199008e-13
Col,0.22229964825261944,on,hard_extinction,6.421662856093135e-05,True,False,3.5142434469878636e-06
Col,0.22229964825261944,on,no_extinction_control,6.421662856093135e-05,True,False,3.5142434469878636e-06
Col,0.2442053094548651,off,hard_extinction,6.745715097622451e-13,True,False,2.5415780591231396e-13
Col,0.2442053094548651,off,no_extinction_control,6.745715097622451e-13,True,False,2.5415780591231396e-13
Col,0.2442053094548651,on,hard_extinction,4.848487088171538e-05,True,False,4.2270473507230455e-06
Col,0.2442053094548651,on,no_extinction_control,4.848487088171538e-05,True,False,4.2270473507230455e-06
Col,0.2682695795279725,off,hard_extinction,8.233413950620161e-13,True,False,3.3131830612376234e-13
Col,0.2682695795279725,off,no_extinction_control,8.233413950620161e-13,True,False,3.3131830612376234e-13
Col,0.2682695795279725,on,hard_extinction,1.7710658322123152e-06,True,False,2.1056326910545708e-07
Col,0.2682695795279725,on,no_extinction_control,1.7710658322123152e-06,True,False,2.1056326910545708e-07
Col,0.29470517025518095,off,hard_extinction,5.21427345745451e-12,True,False,2.2827295609317844e-12
Col,0.29470517025518095,off,no_extinction_control,5.21427345745451e-12,True,False,2.2827295609317844e-12
Col,0.29470517025518095,on,hard_extinction,4.2815122114348014e-08,True,False,6.407883543224635e-09
Col,0.29470517025518095,on,no_extinction_control,4.2815122114348014e-08,True,False,6.407883543224635e-09
