species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
All NG,10.481131341546853,off,hard_extinction,0.0680651274145658,False,False,0.0002957600980179
All NG,10.481131341546853,off,no_extinction_control,0.3423757701851642,False,False,0.0002957636988927
All NG,10.481131341546853,on,hard_extinction,0.0,True,False,0.0
All NG,10.481131341546853,on,no_extinction_control,0.1772813946704303,False,False,4.542714150429075e-09
All NG,11.513953993264469,off,hard_extinction,0.067046373131069,False,False,0.0003038933695576
All NG,11.513953993264469,off,no_extinction_control,0.3668599490478001,False,False,0.0003038980067324
All NG,11.513953993264469,on,hard_extinction,0.0,True,False,0.0
All NG,11.513953993264469,on,no_extinction_control,0.1893159192219027,False,False,5.396825456290648e-09
All NG,12.64855216855296,off,hard_extinction,0.0657658981159867,False,False,0.0003133869636622
All NG,12.64855216855296,off,no_extinction_control,0.3949516831457895,False,False,0.0003133929612919
All NG,12.64855216855296,on,hard_extinction,0.0,True,False,0.0
All NG,12.64855216855296,on,no_extinction_control,0.2009439048407113,False,False,6.557338842605092e-09
All NG,13.894954943731374,off,hard_extinction,0.064207466726704,False,False,0.000324429696676
All NG,13.894954943731374,off,no_extinction_control,0.4264751907556139,False,False,0.0003244378667628
All NG,13.894954943731374,on,hard_extinction,2.775557561562891e-16,True,False,0.0
All NG,13.894954943731374,on,no_extinction_control,0.2120316693250057,False,False,8.194164551835761e-09
All NG,15.264179671752318,off,hard_extinction,0.0758039141200441,False,False,0.0002597030342223
All NG,15.264179671752318,off,no_extinction_control,0.4596885185324559,False,False,0.0002597159973207
All NG,15.264179671752318,on,hard_extinction,0.0,True,False,0.0
